Sample,Rawname,Condition,FW_mg,Rep,Species,Treatment,2-hydroxypyridine ,Pyruvic acid ,L-alanine,acetohydroxamic acid ,oxalic acid ,3-hydroxypyridine ,heptanoic acid ,L-mimosine,L-valine,benzoic acid ,ethanolamine ,L-leucine,glycerol ,phosphoric acid ,nicotinic acid ,L-Isoleucine,L-proline,maleic acid ,glycine ,succinic acid ,glyceric acid ,glyoxylic acid ,itaconic acid ,fumaric acid ,pelargonic acid (nonanoic acid) ,L-serine,beta-cyano-L-alanine ,L-threonine,benzoquinone ,Beta- alanine,capric acid ,L-homoserine,D-malic acid ,"5,6-dihydrouracil",aspartic acid,gamma-aminobutyric acid (GABA),threonic acid ,alpha ketoglutaric acid ,L-glutamine,Antiarol ,"benzene-1,2,4-triol ",L-glutamic acid,4-hydroxybenzoic acid ,lauric acid ,"1,3-diaminopropane",xylose,L-asparagine,ribose ,"1,6-anhydro-glucose ",trans-aconitic acid ,4-hydroxy-3-methoxybenzoic acid ,glycerol 1-phosphate ,shikimic acid ,"3,4-dihydroxybenzoic acid ",citric acid ,myristic acid ,dehydroascorbic acid,adenine,quinic acid ,fructose,D-glucose,L-lysine,allantoin,4-hydroxycinnamic acid ,D-mannose,tyrosine,D-mannitol ,sedoheptulose anhydride monohydrate ,pantothenic acid,palmitic acid ,D-saccharic acid ,"3,4 dihydroxyphenylalanine (DOPA)",ferulic acid ,myo-inositol ,caffeic acid ,elaidic acid ,stearic acid ,L-tryptophan,"3,5-dimethoxy-4-hydroxycinnamic acid",spermidine,D-glucose-6-phosphate,arachidic acid ,serotonin,arbutin ,eicosapentaenoic acid ,adenosine ,Sucrose ,lactose,maltose,Trehalose ,beta-gentiobiose,galactinol
Sor_Ndep1,181221_012.D,Sor_Ndep,54,1,Sorghum bicolor,N_dep,0.251575966,0.015335716,0.019508496,1.271900793,0.019445032,0.036418735,0.035607106,0.000920088,0.442939617,0.086381112,0.935319283,0.391359326,0.597805812,2.808638006,0.038721013,0.391393722,0.194913119,0.02100755,0.93129404,0.021011355,0.012265224,0.148263213,0.001018119,0.114579297,0.083288649,0.639556028,0.06421352,0.354966489,0.008016079,0.027222143,0.015625271,0.04352639,0.697925797,0.150585572,0.591639167,0.105451825,0.022898151,0.031546775,0.012817891,0.002169827,0.013932595,0.677085777,0.15816583,0.01913165,0.015378015,0.081264554,0.060809031,2.180246253,0.483444197,0.006836767,0.004277276,0.047078711,0.559198199,0.019559695,0.525273966,0.092490233,0.008561354,0.044588014,1.337784927,3.223492456,2.330784927,0.090087772,0.002973557,0.036899761,2.330481594,1.718414398,2.330433668,1.545280651,0.04129961,1.142599323,0.033366591,0.023741235,0.012377025,0.453353156,0.072962013,0.011766457,0.001726982,0.233632421,0.04719561,0.052341092,0.060180926,0.027417792,0.00101806,0.539128214,0.416886312,0.094001395,2.736975328,1.906343192,1.762929719,1.140206769,1.103511801,0.265116047
Sor_Ndep2,181221_013.D,Sor_Ndep,50,2,Sorghum bicolor,N_dep,0.211653976,0.01674381,0.020659378,0.955269472,0.020597817,0.028201701,0.022246532,0.000981679,0.465803322,0.08094167,0.861584183,0.378942034,0.534781447,2.816854103,0.032940725,0.378923735,0.592567704,0.019912826,0.861265569,0.019945873,0.010041038,0.120210058,0.000552867,0.115297888,0.070219404,0.702190174,0.061398322,0.409243813,0.007303587,0.02515725,0.01562959,0.05446505,0.861260048,0.143280879,0.811593088,0.134461628,0.030086913,0.042112647,0.02084471,0.001785628,0.014207595,0.884707079,0.086521485,0.015171077,0.016615075,0.11263473,0.073979663,1.736735995,0.534543689,0.010677468,0.007244374,0.054355494,0.652762559,0.009689683,0.484771897,0.08828223,0.013817833,0.048540988,1.33314131,2.513016528,2.162867045,0.130380187,0.001952315,0.043594717,2.16288664,1.728728181,2.16469136,1.532606191,0.046893669,1.10014246,0.033196014,0.013616906,0.014923813,0.541286837,0.050874086,0.009430608,-5.95E-05,0.241799666,0.038350773,0.055289008,0.081476939,0.025438362,0.000426894,2.05,1.805599211,0.102193186,2.507111806,1.809645011,1.828205992,1.138502847,1.10920048,0.232
Sor_Ndep3,181221_014.D,Sor_Ndep,50,3,Sorghum bicolor,N_dep,0.181786088,0.012574713,0.022132427,1.234868374,0.022074671,0.032679809,0.03064063,0.001124676,0.627685769,0.077869609,1.162735976,0.569316918,0.587107101,2.404999631,0.024817483,0.56877496,0.488049318,0.018472527,1.162416839,0.018558627,0.01093534,0.146514288,0.000917912,0.108214644,0.072757493,1.05774419,0.106191225,0.63901843,0.009889588,0.030370893,0.014494846,0.05959885,0.995973073,0.151596466,1.011066989,0.151663351,0.027541163,0.04534208,0.031256648,0.002266318,0.013892248,1.059735843,0.091462992,0.019451291,0.017965276,0.098518787,0.131463157,1.977483132,0.487602255,0.011040432,0.005901755,0.058200275,0.88545442,0.008619303,0.527826644,0.096573829,0.01162144,0.042941361,1.68731345,3.202653835,2.444140543,0.135782548,0.003964384,0.04631362,2.44418029,1.773508677,2.451317927,1.622692844,0.046995786,1.251371438,0.038583409,0.015641405,0.01550761,0.898190068,0.04138629,0.008456407,0.00159688,0.323877579,0.035865088,0.06532494,0.113499656,0.029694726,0.00111089,0.390556217,1.488129527,0.123629299,2.964214586,1.961747243,2.647713272,1.792052189,1.792204843,0.708404972
Sor_Ndep4,181221_015.D,Sor_Ndep,48,4,Sorghum bicolor,N_dep,0.146655855,0.011641533,0.019273487,1.029309565,0.019263009,0.026699886,0.024375059,0.001051229,0.612839876,0.081314528,0.916655285,0.286141511,0.713458051,2.704142441,0.04026791,0.286549758,0.063212391,0.021459681,0.916799093,0.021515717,0.01118276,0.134223884,0.000902482,0.122855865,0.079085532,0.39796904,0.061474537,0.214890891,0.009472409,0.026087218,0.015676629,0.067204144,0.976489532,0.137987809,0.832369756,0.170399398,0.020688587,0.053317303,0.024390375,0.002136302,0.012973119,0.965451573,0.092645724,0.019394755,0.016110767,0.092676152,0.138602751,1.719682396,0.532419605,0.009661772,0.004727793,0.079275579,1.130740456,0.008035899,0.591677495,0.104833699,0.00914185,0.043918085,1.954297061,2.489446503,2.079698819,0.160194748,0.004115398,0.055607433,2.07898882,1.449557302,2.079560177,1.442464688,0.042659757,1.147172707,0.072334417,0.012971172,0.015174729,0.710548011,0.031262374,0.007105352,0.000494111,0.294504316,0.027061035,0.07580577,0.096171648,0.028329925,0.000751219,2.457423517,1.146021841,0.115735956,3.045384493,1.901174743,2.381451619,1.853418381,1.861384228,0.704550784
Sor_Ndep5,181221_016.D,Sor_Ndep,45,5,Sorghum bicolor,N_dep,0.202751779,0.013738061,0.017724117,1.138131154,0.017694258,0.027315991,0.028916965,0.000725438,0.348705354,0.068170185,0.795994155,0.270455839,0.474543842,2.687680257,0.024912247,0.270474697,0.174497728,0.017805234,0.796017536,0.017803634,0.009707571,0.070062604,0.001016025,0.077490383,0.068892639,0.567209021,0.074314438,0.309807751,0.007924721,0.024437715,0.015492063,0.039012872,0.643735854,0.138255665,0.642692677,0.127962195,0.017795999,0.030955751,0.012759097,0.00115534,0.01194163,0.69751393,0.054785752,0.020624809,0.014339031,0.066210637,0.10268755,2.000417444,0.495818494,0.008959717,0.004172392,0.059517286,0.439232927,0.006699966,0.404088926,0.073351066,0.007399385,0.032488067,1.132950729,2.617842163,1.912779707,0.057973811,0.003591391,0.026791846,1.911928462,1.332841158,1.911400388,1.204890711,0.023896779,1.059834087,0.023908746,0.007719804,0.012338918,0.330764511,0.022848154,0.006161179,0.001126173,0.237811826,0.022905502,0.093108699,0.078899889,0.029135961,0.000483542,1.670713448,1.66382051,0.074278259,2.268546234,1.668526698,1.533161424,0.917973683,0.939391165,0.185230855
Sor_Pdep1,181221_017.D,Sor_Pdep,55,1,Sorghum bicolor,P_dep,0.269036526,0.013701156,0.013198373,1.178762653,0.013227029,0.028857074,0.029446355,0.000680378,1.074623806,0.069405545,0.948686972,0.466947657,0.410683364,1.713968717,0.02861869,0.466748457,0.616176006,0.006410856,0.949028747,0.006493939,0.01221593,0.123689628,0.000778871,0.143957654,0.069426744,1.376099311,0.154231211,0.926127902,0.007917642,0.144388464,0.018283817,0.047403229,1.302863791,0.228500632,1.452279615,0.491461831,0.042907877,0.044958879,0.059494146,0.002878492,0.013076003,1.520342698,0.072840439,0.01681531,0.02310062,0.099609152,0.242208828,1.994725423,0.481499292,0.007938924,0.00479042,0.035266228,0.258259828,0.007132269,0.654335399,0.110203136,0.020133939,0.038832882,0.862253298,3.336463142,2.448759865,0.103527045,0.017914276,0.065934427,2.426163406,1.790123149,2.426156195,1.651123106,0.046604184,1.136250193,0.04299938,0.009826799,0.013773947,0.506255273,0.025915598,0.005082605,-0.000780672,0.165579294,0.020496717,0.069058003,0.024703138,0.029468087,0.003757922,0.350342965,0.578829107,0.127391454,2.598670524,1.007193261,1.862261663,1.021885981,1.019099948,0.284183587
Sor_Pdep2,181221_018.D,Sor_Pdep,49,2,Sorghum bicolor,P_dep,0.249370898,0.013368054,0.014540027,1.104077989,0.014534166,0.030245767,0.026573886,0.000516655,0.851831283,0.06830867,0.864110117,0.431286514,0.349452241,1.614706394,0.023920447,0.431253107,0.829313882,0.004334427,0.864161812,0.004347374,0.010533173,0.113124879,0.001308224,0.132646863,0.061039678,1.118987784,0.129968524,0.725628638,0.007370859,0.110499354,0.018986601,0.077471152,1.117043633,0.180127795,1.393154732,0.434326533,0.033232673,0.037327756,0.050547256,0.002806256,0.012239662,1.389583851,0.071290886,0.017845142,0.024646565,0.079397678,0.183468009,1.946392819,0.487782899,0.00816489,0.004937896,0.03525285,0.230212765,0.006750336,0.58118673,0.097923518,0.017236722,0.039483715,0.752430754,2.818580392,2.106754786,0.083893257,0.014840941,0.055429138,2.106677661,1.508451017,2.106224267,1.376090156,0.034892493,1.094071443,0.034762219,0.008417888,0.012795891,0.389890203,0.021208212,0.004788348,0.000230757,0.165191597,0.019330823,0.071014203,0.022495383,0.025177859,0.003182113,1.827125027,1.783596882,0.09975575,2.345499646,1.768734747,1.76476393,0.971947948,0.974099024,0.208153772
Sor_Pdep3,181221_019.D,Sor_Pdep,48,3,Sorghum bicolor,P_dep,0.193919191,0.012059307,0.01345415,1.105100557,0.013514631,0.031507738,0.026436084,0.000488616,0.80840524,0.068021694,0.730045858,0.346482027,0.361761575,1.470832935,0.020521641,0.346223902,0.523070925,0.00438565,0.730196695,0.004401667,0.009747429,0.098517242,0.000598842,0.10789976,0.064512429,1.036228779,0.108494061,0.605554591,0.008802551,0.090399377,0.012757551,0.057301182,0.882913962,0.148097231,1.220365917,0.320656888,0.030671823,0.031782237,0.034152754,0.002431787,0.011905291,1.257205371,0.065127918,0.0163171,0.014110543,0.059686496,0.12955617,1.963375961,0.491117619,0.007235874,0.003891499,0.029113034,0.177256543,0.007712298,0.514106622,0.088900924,0.015288873,0.030700883,0.618032206,2.830191527,2.088464846,0.074091172,0.011588483,0.052384252,2.088501204,1.491878073,2.087189845,1.35416697,0.030251957,1.098907539,0.032300448,0.007932184,0.011459324,0.375139925,0.019678563,0.004578944,0.002150865,0.183817709,0.018313215,0.06471056,0.019980344,0.030457665,0.012530691,0.502337502,1.919937874,0.095639242,2.429800308,1.930136506,1.517372028,0.891180302,0.891055394,0.188144456
Sor_Pdep4,181221_020.D,Sor_Pdep,53,4,Sorghum bicolor,P_dep,0.222095345,0.013484503,0.013609841,0.629707526,0.013657304,0.03045966,0.013361623,0.00081197,1.093432707,0.071112114,0.872135048,0.505021368,0.376830107,1.644595907,0.036102978,0.50472402,0.671189276,0.005030234,0.872043301,0.005042007,0.01013508,0.125369862,0.001010046,0.141690371,0.065890547,1.171469207,0.169756962,0.901084945,0.007372712,0.124794068,0.018358409,0.087193137,1.168236393,0.234576579,1.304428651,0.379320637,0.036453537,0.038078005,0.05238466,0.004392797,0.014401789,1.378656853,0.07473705,0.026640998,0.021571489,0.080305604,0.226056383,1.821904404,0.51086879,0.008130291,0.004149448,0.027611136,0.244519612,0.007025424,0.561613801,0.096606326,0.017097885,0.033239331,0.833615562,2.8604848,2.123819933,0.095131035,0.015004841,0.068840722,2.123925519,1.599218991,2.123863409,1.383354343,0.036798099,1.151980423,0.038414624,0.009372209,0.013808467,0.429553841,0.018471169,0.004865855,0.002382931,0.197534761,0.019262531,0.102946969,0.024256311,0.033345711,0.002863683,1.881814519,1.917907746,0.11008578,2.496520875,1.740645719,1.628661818,0.915654613,0.958158757,0.309592672
Sor_Pdep5,181221_021.D,Sor_Pdep,47,5,Sorghum bicolor,P_dep,0.241343359,0.013572021,0.013366273,0.79269448,0.013338834,0.025198215,0.016436488,0.000645369,0.722645083,0.077387976,0.549907709,0.201847688,0.467726868,1.602704747,0.032281806,0.201873296,0.0922323,0.005406347,0.549736484,0.005451917,0.011091855,0.144614141,0.001375821,0.143652915,0.088040347,0.664526901,0.095823251,0.377183959,0.007526438,0.108328102,0.016367173,0.077349502,1.049495041,0.186040967,1.150246843,0.316412833,0.03675961,0.039180508,0.042239546,0.003022995,0.014326032,1.189614063,0.07005367,0.024880337,0.018824217,0.075243015,0.187134284,1.699245715,0.534213568,0.006667053,0.004688423,0.032183258,0.217201569,0.00757016,0.608341187,0.106956897,0.015556475,0.031069307,0.734461554,2.645188522,2.040923571,0.121714377,0.012669283,0.053403183,2.039156432,1.526839862,2.03805894,1.387273564,0.03889029,1.162024427,0.034492291,0.009144861,0.013705811,0.401321761,0.016619153,0.005263243,0.00331047,0.233084402,0.018317489,0.134890839,0.023959966,0.039247672,0.001351105,2.007720511,2.040116853,0.113434654,2.469734787,0.867154457,1.675223524,0.907245887,0.907232117,0.198814959
Sor_FN1,181221_022.D,Sor_FN,59,1,Sorghum bicolor,FN,0.242171967,0.01229816,0.01266195,0.999545963,0.012625712,0.028464414,0.020952026,0.001365904,1.549365945,0.077453405,1.195020801,0.667219814,0.485586916,2.269954712,0.030826437,0.666524507,0.923623737,0.009777614,1.199725132,0.009800453,0.014042606,0.122570716,0.001479988,0.141000133,0.078855957,1.735839786,0.59969992,1.38671452,0.004841232,0.188861676,0.046914277,0.080137891,1.095603669,0.720438339,1.753201978,0.41699731,0.051859114,0.028500046,0.1635556,0.003284568,0.013270367,1.603523891,0.090752244,0.018211086,0.043304801,0.08987754,0.856548927,1.8166929,0.531223613,0.008909504,0.004380168,0.058413424,0.213310061,0.006591547,0.878853562,0.169012182,0.017028516,0.036126812,0.808286317,2.916695399,2.315911979,0.092458668,0.014763805,0.049213693,2.317534212,1.569227564,2.316953384,1.522793997,0.048850302,1.061220996,0.049877027,0.007774497,0.01312054,0.348530429,0.015560364,0.004384104,0.001549186,0.193755159,0.013808425,0.113774087,0.127453546,0.034451912,0.001044597,1.687270964,1.69715055,0.208221364,2.335683085,1.701236252,1.878550639,1.179384827,1.179371969,0.262422758
Sor_FN2,181221_023.D,Sor_FN,52,2,Sorghum bicolor,FN,0.182017391,0.012097929,0.013046022,1.068894103,0.01304973,0.028855308,0.028004513,0.000518785,1.365260971,0.065351228,1.159498756,0.468706439,0.364556906,2.159183032,0.038456044,0.468659865,0.682852359,0.005801443,1.159792388,0.00591838,0.018109333,0.096792472,0.001725094,0.108403966,0.072802764,2.040762914,0.406026255,1.552191698,0.007395705,0.176681981,0.040197959,0.069995967,1.104453737,0.758252081,1.916931749,0.388130482,0.043079664,0.025879695,0.137637863,0.003181923,0.013038938,1.861260406,0.073181782,0.019783363,0.039221758,0.09124264,0.67128572,1.969802239,0.483009944,0.008161542,0.003692934,0.076191368,0.280303008,0.007175199,0.838787594,0.149709214,0.014651853,0.038772523,1.012901964,3.091700203,2.318820562,0.084046399,0.012593252,0.048875368,2.318871708,1.592129102,2.31828367,1.580086084,0.047008662,1.048316606,0.047146241,0.006423416,0.012817957,0.326118803,0.014727841,0.004547902,0.002314283,0.186141238,0.012129711,0.103455247,0.114569199,0.032543701,0.000976205,0.346270064,1.733771049,0.18240009,2.343926317,1.231429677,2.11050948,1.244620544,1.244520882,0.226696627
Sor_FN3,181221_024.D,Sor_FN,48,3,Sorghum bicolor,FN,0.200593098,0.013990969,0.016442725,1.195130213,0.016422458,0.033268167,0.0299205,0.001168387,1.267935977,0.073373528,0.956713509,0.342285607,0.407694927,2.205199505,0.03427785,0.34165384,0.497330506,0.006805186,0.956908293,0.006877571,0.012192203,0.113473623,0.003230913,0.111510128,0.073695484,1.671543746,0.459240336,1.228182695,0.006341029,0.141616189,0.031825881,0.060469629,0.946899831,0.792780871,1.705998016,0.358136546,0.038658227,0.019620209,0.089883906,0.0047359,0.013603912,1.55464764,0.064271906,0.024747392,0.029237147,0.050987632,0.597447516,1.987358084,0.467935569,0.006971532,0.003806679,0.050255024,0.176598393,0.00679752,0.703979073,0.125173446,0.014530619,0.107432255,0.630234021,2.576425159,1.843573424,0.06301318,0.015422914,0.041027367,1.843612914,1.28158162,1.844492555,1.154209323,0.023382188,1.170406199,0.036821455,0.014748877,0.01417198,0.276635279,0.01470647,0.003475318,0.012463828,0.162145537,0.011260391,0.163362938,0.071609248,0.038081728,0.001142948,1.746088362,1.688121211,0.140672564,2.343983507,1.682227252,2.092815687,1.2878477,1.298154997,0.201771606
Sor_FN4,181221_025.D,Sor_FN,49,4,Sorghum bicolor,FN,0.262350822,0.01433926,0.015311501,1.225485492,0.015435463,0.032367297,0.030380862,0.001476966,1.491702511,0.07277428,1.167841515,0.535658685,0.747845573,3.324021886,0.026705364,0.535763209,0.887648106,0.013406526,1.167816782,0.01348567,0.01383497,0.155115565,0.00203263,0.171134743,0.094380177,2.022380758,0.729792024,1.56068196,0.007764124,0.233800253,0.04467354,0.102335401,1.313135282,1.084958455,1.921879574,0.402568468,0.051055909,0.029155468,0.113339644,0.005464163,0.014189239,1.747225273,0.063531332,0.020268559,0.046999477,0.080922141,0.973367908,1.917729147,0.477314734,0.009106911,0.004985573,0.076727654,0.281786136,0.007323849,1.051992166,0.19626786,0.017873851,0.043706171,0.977534502,3.354415322,2.35738803,0.1208183,0.016850623,0.045298658,2.356014307,1.935657253,2.356381311,1.575589791,0.048368291,1.142279603,0.049981971,0.007335408,0.012091362,0.279738343,0.012318526,0.005497461,0.002270566,0.205975034,0.012539368,0.17340096,0.122890602,0.04520494,0.001417966,1.861221224,1.831153544,0.162345489,2.526145369,1.822824249,2.132347739,1.271355928,1.27756748,0.190880077
Sor_FN5,181221_026.D,Sor_FN,56,5,Sorghum bicolor,FN,0.178421695,0.012114652,0.013052123,0.795720912,0.013025344,0.028832755,0.015637811,0.001009495,1.554625077,0.064521706,1.16923982,0.577621241,0.459533974,2.421835453,0.029886975,0.577630364,0.793881905,0.008758623,1.169303388,0.008841421,0.014223015,0.11548126,0.002089028,0.150849785,0.095384735,1.699277563,0.701483934,1.410877199,0.005523012,0.256498579,0.047357663,0.090530197,1.154016246,0.967173562,1.636080486,0.408138388,0.055849512,0.03482179,0.164083435,0.003812411,0.014346768,1.561763389,0.082617569,0.022408892,0.051463094,0.092457692,0.923043275,1.801206245,0.519658974,0.010085085,0.00570718,0.069213185,0.273756427,0.007278596,1.083936593,0.239819116,0.019833718,0.043998628,0.889526107,3.101368718,2.413121993,0.115679803,0.018183892,0.051432352,2.413148614,1.775956383,2.411792263,1.639879345,0.056884977,1.098507646,0.047087146,0.006727064,0.012105802,0.299335213,0.011865856,0.003865709,0.001840571,0.239803929,0.01121589,0.145667539,0.116142426,0.043404222,0.00119075,1.731075259,1.713707793,0.211658152,2.281735988,1.716370078,1.933631085,1.16673934,1.165264908,0.17992989
Dan_Ndep1,181221_029.D,Dan_Ndep,51.3,1,Danthoniopsis dintri,N_dep,0.155291527,0.01405405,0.01674602,1.304173291,0.016771453,0.030111143,0.035517751,0.001317908,0.396636327,0.089634339,0.745476192,0.29143081,0.441707727,2.353596414,0.018991044,0.291424057,0.487011018,0.005753055,0.745743646,0.005776575,0.015967255,0.070562369,0.001001927,0.085669931,0.07592497,0.623480868,0.028956033,0.330963571,0.007764497,0.01463087,0.015819855,0.110437954,1.405300681,0.153370433,0.64464577,0.067052195,0.064258871,0.019427901,0.01887216,0.002009901,0.015441272,0.727126478,0.055405082,0.023437863,0.002134901,0.15252414,0.020931066,2.076517407,0.478288286,0.012162591,0.005381117,0.032142845,0.337665145,0.006728888,1.295053195,0.297686116,0.00466912,0.031861195,1.460948152,2.238407671,1.182140871,0.074770707,0.001502706,0.069857501,1.189742191,1.034017016,1.186784513,0.618764114,0.01107138,1.134175127,0.043085951,0.022118142,0.01131884,1.011126948,0.053155076,0.004229376,0.001755859,0.14368063,0.009517445,0.102705437,0.038908812,0.031745612,0.001083038,1.832908598,1.833072164,0.017615328,2.855612222,1.819216116,1.42801478,1.25116782,1.251153884,2.379938032
Dan_Ndep2,181221_030.D,Dan_Ndep,55,2,Danthoniopsis dintri,N_dep,0.169332349,0.01403537,0.017279537,1.213628869,0.01724164,0.032188815,0.03060161,0.001478038,0.361554837,0.090399218,0.644684234,0.28344553,0.410548743,1.931596963,0.018495458,0.283823407,0.168880735,0.005683275,0.644571476,0.00572782,0.01556972,0.132395416,0.000983389,0.13814226,0.080834174,0.483373657,0.032542454,0.256959951,0.006692315,0.013489888,0.015648188,0.129293569,1.455113209,0.146399657,0.59135719,0.096494166,0.067063158,0.019705227,0.01529517,0.001899768,0.01692411,0.688490949,0.053441714,0.027092696,0.003788297,0.179227298,0.024596588,1.887982278,0.484207656,0.006797648,0.004407126,0.034081411,0.387631333,0.006631459,1.343569047,0.332651299,0.007207209,1.672435997,1.584615081,2.781895495,1.420060217,0.065030484,0.001657822,0.063799332,1.420065811,1.444030796,1.420024544,0.843485384,0.014932687,1.196725496,0.043805503,0.024544561,0.012111207,1.061604767,0.033922404,0.00434443,0.003319096,0.121558733,0.008957644,0.109797302,0.037358764,0.037276175,0.001282912,2.521559104,1.194525098,0.019423356,2.941206617,2.120310131,1.39091327,0.531326201,0.530626095,2.366070779
Dan_Ndep3,181221_031.D,Dan_Ndep,51.7,3,Danthoniopsis dintri,N_dep,0.182031276,0.016581115,0.021720026,1.377978427,0.02174842,0.034283121,0.031431647,0.001930569,0.386395893,0.098746781,0.891866689,0.307743792,0.527618886,2.352778533,0.020329178,0.307702077,0.33831269,0.006836346,0.891932028,0.006904309,0.017565926,0.139029675,0.000990371,0.145198903,0.096491713,0.581091901,0.036967058,0.314968718,0.008602752,0.014325515,0.017190554,0.135967351,1.54805356,0.166861807,0.672241821,0.092674499,0.069839615,0.018511536,0.015767208,0.002332502,0.018038267,0.703227488,0.053694248,0.025522231,0.004433984,0.174423061,0.023791265,2.002609204,0.463183754,0.00687592,0.004624365,0.034080025,0.35901735,0.006653556,1.371667527,0.319356373,0.005276813,0.086025372,1.628609411,2.511821103,1.302333079,0.061214127,0.001481067,0.065824733,1.302403199,1.248022326,1.302579023,0.589107279,0.013622278,1.267267329,0.047169062,0.023153544,0.012538425,1.148774873,0.027419707,0.00379257,0.000622703,0.121448324,0.009517983,0.124789568,0.031996055,0.037009413,0.001142061,2.651392723,2.593977507,0.017828693,3.34299805,2.600064708,1.601115753,0.439235204,0.439218208,2.408684955
Dan_Ndep4,181221_032.D,Dan_Ndep,56,4,Danthoniopsis dintri,N_dep,0.166125932,0.015010386,0.019283516,1.356845004,0.019284511,0.032258208,0.036672908,0.001283404,0.421530827,0.090957949,0.776198038,0.34484303,0.465839086,1.977525055,0.012821213,0.344122338,0.265037828,0.005045909,0.776120141,0.005119862,0.019060527,0.107524363,0.001058443,0.147952704,0.090119535,0.660432357,0.035201776,0.355069547,0.00688361,0.016969471,0.015682798,0.139111389,1.851361412,0.160000903,0.713008311,0.120293804,0.081121177,0.019416966,0.015939697,0.002273564,0.01810154,0.818763503,0.05292622,0.027796847,0.00416945,0.183928596,0.023351532,2.060434893,0.467567048,0.006882896,0.004594556,0.036329987,0.539710789,0.006741316,1.333810708,0.327183142,0.009330791,0.051653964,1.828567223,3.207009911,1.58101977,0.074788114,0.002079138,0.069374641,1.580447002,1.60140063,1.57974517,0.898260781,0.016814073,1.185764218,0.047150658,0.029392517,0.011833306,1.242040297,0.018600869,0.001436348,0.001100699,0.134387683,0.007843999,0.104245985,0.04334816,0.033478367,0.001300592,2.185784413,2.226358309,0.025156628,2.954791957,1.876872601,1.423356109,0.757072536,0.757057662,2.436650065
Dan_Ndep5,181221_033.D,Dan_Ndep,55.5,5,Danthoniopsis dintri,N_dep,0.187592058,0.014198078,0.017045011,1.306619851,0.017087113,0.031254238,0.034009213,0.000948601,0.29175491,0.097594366,0.689864781,0.263942156,0.419039963,1.649809211,0.014362284,0.263828286,0.138196358,0.006396412,0.689751625,0.0064704,0.016221612,0.1220063,0.0012743,0.144597864,0.092215097,0.45098524,0.021799856,0.25050024,0.007048756,0.011322648,0.017073547,0.11757579,1.682696201,0.156214333,0.543213584,0.083742024,0.062131648,0.017325557,0.014174253,0.002018687,0.019114362,0.61971024,0.047644562,0.026647244,0.00324498,0.18763125,0.015665056,2.026407446,0.486091435,0.007294105,0.004591499,0.034874344,0.299037853,0.006246371,1.353554322,0.339782996,0.004768624,0.042399016,1.399126437,2.167036711,1.146589909,0.043592744,0.001071264,0.073592106,1.146416674,0.972391883,1.14633181,0.529316537,0.014982396,1.253304696,0.048659916,0.018178714,0.01121589,0.940367471,0.016810859,0.004548357,0.002018262,0.119129776,0.008384862,0.117309474,0.026563678,0.036491292,0.001264591,2.024664468,2.024603593,0.018748225,2.977728442,0.602881094,1.426818654,0.552183325,0.551908285,2.36240961
Dan_Pdep1,181221_034.D,Dan_Pdep,56,1,Danthoniopsis dintri,P_dep,0.261994751,0.021077152,0.01870271,1.767678617,0.018791442,0.041135016,0.047083997,0.001596616,1.416722082,0.106052445,1.198913603,0.713173905,0.660077699,1.068228024,0.022484584,0.713190215,0.182987964,0.00621614,1.199405804,0.006302753,0.015790527,0.088474383,0.003418602,0.155518188,0.103202738,1.180651282,0.407040568,0.636822369,0.007408975,0.074289163,0.026158517,0.132093178,1.911825422,0.768879667,1.737000386,0.253850432,0.109602544,0.007620253,0.074816982,0.004423978,0.021286424,1.219630692,0.054389416,0.029912864,0.018692249,0.148791192,0.2316251,2.460864325,0.45460426,0.007131498,0.009945721,0.022635071,1.577850677,0.011838945,2.31869025,0.686125028,0.034539272,0.059529719,1.993360735,5.043920903,2.384882955,0.181870156,0.079184765,0.054690747,2.382147843,2.652300688,2.383851756,1.519608174,0.030840693,1.515245096,0.044125497,0.020247808,0.017160636,1.095461591,0.019733894,0.005176913,0.003344343,0.143183412,0.007817837,0.130472879,0.014913917,0.049474448,0.001012573,2.533240654,2.495238212,0.018378735,2.88763587,2.469195337,1.032345551,0.60672116,0.60659419,2.040075665
Dan_Pdep2,181221_035.D,Dan_Pdep,54,2,Danthoniopsis dintri,P_dep,0.321742254,0.022406273,0.019300043,0.565935318,0.019488707,0.0589426,0.012443729,0.001380652,1.500624909,0.128279808,1.189308461,0.772077542,0.710123216,1.908315441,0.038404023,0.772233316,0.192697272,0.006661296,1.181160604,0.006718665,0.013252069,0.187457166,0.002071848,0.259464708,0.136771559,1.136630988,0.660872702,0.651316847,0.009415501,0.066024443,0.029405149,0.173417208,1.970153347,0.957241393,1.911219613,0.355812419,0.111317825,0.011101598,0.085285644,0.007808757,0.028360985,1.066703765,0.066325278,0.051446296,0.02016638,0.263639537,0.345436578,2.182059721,0.451603339,0.006777372,0.012847628,0.032594269,1.036228727,0.010731952,2.544386093,0.923277412,0.050887089,0.075917563,2.101031067,4.546628947,2.679117383,0.205848719,0.08484763,0.060287836,2.679208346,2.696487148,2.665752147,1.805337367,0.037678669,1.885575843,0.042191092,0.029885814,0.018568222,1.155777161,0.020156836,0.006178344,0.011887041,0.157170805,0.008520281,0.154908684,0.01381001,0.069579426,0.001655024,3.333941531,3.239606956,0.019098918,3.312201757,3.096390313,1.183487687,0.423028453,0.421866184,2.240106142
